uf,municipio,ibge,bairro,cep_inicio,cep_fim,qtd_ceps
RJ,São Pedro da Aldeia,3305208,Flexeira,28948-480,28948-970,49
RJ,São Pedro da Aldeia,3305208,Flexeira,28940-973,28940-973,1
RJ,São Pedro da Aldeia,3305208,Flexeira II,28946-000,28946-040,2
RJ,São Pedro da Aldeia,3305208,Fluminense,28941-340,28941-386,24
RJ,São Pedro da Aldeia,3305208,Itaí,28947-200,28947-205,2
RJ,São Pedro da Aldeia,3305208,Jardim Arco Íris,28949-470,28949-568,22
RJ,São Pedro da Aldeia,3305208,Jardim das Acácias,28948-189,28948-309,43
RJ,São Pedro da Aldeia,3305208,Jardim Morada da Aldeia,28948-090,28948-186,19
RJ,São Pedro da Aldeia,3305208,Jardim Primavera,28943-580,28943-629,32
RJ,São Pedro da Aldeia,3305208,Jardim Soledade,28941-388,28941-416,17
RJ,São Pedro da Aldeia,3305208,Morro do Milagre,28941-620,28941-860,26
RJ,São Pedro da Aldeia,3305208,Nova São Pedro,28940-840,28941-030,25
RJ,São Pedro da Aldeia,3305208,Parque Arruda,28944-650,28944-776,42
RJ,São Pedro da Aldeia,3305208,Parque Dois Meninos,28949-010,28949-062,27
RJ,São Pedro da Aldeia,3305208,Parque Estoril,28943-100,28943-181,28
RJ,São Pedro da Aldeia,3305208,Pau Rachado,28946-740,28946-742,2
RJ,São Pedro da Aldeia,3305208,Pinheiros,28948-417,28948-434,13
RJ,São Pedro da Aldeia,3305208,Poço Fundo,28940-300,28940-441,32
RJ,São Pedro da Aldeia,3305208,Ponta do Ambrósio,28943-350,28943-395,16
RJ,São Pedro da Aldeia,3305208,Porto da Aldeia,28940-450,28940-621,61
RJ,São Pedro da Aldeia,3305208,Porto do Carro,28943-630,28943-972,58
RJ,São Pedro da Aldeia,3305208,Praia do Sudoeste,28940-140,28940-185,16
RJ,São Pedro da Aldeia,3305208,Praia Linda,28949-640,28949-892,75
RJ,São Pedro da Aldeia,3305208,Recanto das Orquídeas,28944-820,28944-895,27
RJ,São Pedro da Aldeia,3305208,Recanto do Sol,28948-000,28948-064,34
RJ,São Pedro da Aldeia,3305208,Retiro,28944-060,28944-422,15
RJ,São Pedro da Aldeia,3305208,Rua do Fogo,28948-450,28948-971,9
RJ,São Pedro da Aldeia,3305208,Rua do Fogo,28940-978,28940-978,1
RJ,São Pedro da Aldeia,3305208,Santo Antônio,28948-312,28948-357,16
RJ,São Pedro da Aldeia,3305208,São João,28942-790,28943-971,84
RJ,São Pedro da Aldeia,3305208,São João,28940-974,28940-974,1
RJ,São Pedro da Aldeia,3305208,São José,28941-250,28941-301,19
RJ,São Pedro da Aldeia,3305208,São Mateus,28945-000,28945-320,8
RJ,São Pedro da Aldeia,3305208,Sergeira,28946-890,28947-095,6
RJ,São Pedro da Aldeia,3305208,Três Vendas,28947-540,28947-752,3
RJ,São Pedro da Aldeia,3305208,Vinhateiro,28943-400,28943-524,40
RJ,São Sebastião do Alto,3305307,Centro,28550-959,28555-971,3
RJ,São Sebastião do Alto,3305307,Ipituna,28557-970,28557-970,1
RJ,Sapucaia,3305406,Centro,25880-959,25887-970,5
RJ,Sapucaia,3305406,Vila do Pião,25884-970,25884-970,1
RJ,Saquarema,3305505,Água Branca,28993-720,28993-760,9
RJ,Saquarema,3305505,Alvorada,28995-827,28995-875,38
RJ,Saquarema,3305505,Área Rural de Bacaxá,28995-899,28995-899,1
RJ,Saquarema,3305505,Área Rural de Sampaio Correia,28999-899,28999-899,1
RJ,Saquarema,3305505,Área Rural de Saquarema,28992-899,28992-899,1
RJ,Saquarema,3305505,Areal,28990-590,28990-702,26
RJ,Saquarema,3305505,Asfalto Velho,28994-030,28994-118,18
RJ,Saquarema,3305505,Aterrado,28994-240,28994-273,16
RJ,Saquarema,3305505,Bacaxá,28994-600,28994-816,80
RJ,Saquarema,3305505,Barra Nova,28990-120,28990-212,47
RJ,Saquarema,3305505,Barreira,28994-470,28994-597,37
RJ,Saquarema,3305505,Basilea,28998-180,28998-340,33
RJ,Saquarema,3305505,Bicuíba,28993-270,28993-330,6
RJ,Saquarema,3305505,Bonsucesso,28993-350,28993-975,33
RJ,Saquarema,3305505,Boqueirão,28990-510,28990-580,36
RJ,Saquarema,3305505,Caixa Dágua,28993-860,28994-024,15
RJ,Saquarema,3305505,Centro,28990-750,28990-975,31
RJ,Saquarema,3305505,Comum,28993-770,28993-820,7
RJ,Saquarema,3305505,Condado de Bacaxá,28994-130,28994-160,16
RJ,Saquarema,3305505,Coqueiral,28990-220,28990-264,22
RJ,Saquarema,3305505,Engenho Grande,28993-001,28993-165,34
RJ,Saquarema,3305505,Fátima,28994-170,28994-212,22
RJ,Saquarema,3305505,Gravatá,28990-710,28990-740,16
RJ,Saquarema,3305505,Guarani,28991-430,28991-540,30
RJ,Saquarema,3305505,Ipitangas,28992-540,28992-972,82
RJ,Saquarema,3305505,Itaúna,28990-810,28991-008,53
RJ,Saquarema,3305505,Jaconé,28998-710,28999-970,98
RJ,Saquarema,3305505,Jardim,28990-270,28990-973,35
RJ,Saquarema,3305505,Leigos,28991-009,28991-190,41
RJ,Saquarema,3305505,Madressilva,28995-269,28995-971,100
RJ,Saquarema,3305505,Mombaça,28990-001,28990-976,12
RJ,Saquarema,3305505,Morro dos Pregos,28995-880,28995-890,2
RJ,Saquarema,3305505,Parque Marina,28995-230,28995-260,8
RJ,Saquarema,3305505,Porto da Roça I,28991-320,28991-426,59
RJ,Saquarema,3305505,Porto da Roça II,28994-330,28994-406,40
RJ,Saquarema,3305505,Porto Novo,28991-200,28991-311,46
RJ,Saquarema,3305505,Raia,28994-280,28994-324,24
RJ,Saquarema,3305505,Retiro,28994-820,28995-134,68
RJ,Saquarema,3305505,Rio da Areia,28995-460,28995-970,78
RJ,Saquarema,3305505,Rio Mole,28996-106,28996-149,31
RJ,Saquarema,3305505,Rio Seco,28995-690,28995-820,65
RJ,Saquarema,3305505,Sampaio Correia,28997-620,28997-971,16
RJ,Saquarema,3305505,São Geraldo,28995-160,28995-226,26
RJ,Saquarema,3305505,Serra de Mato Grosso,28998-050,28998-170,13
RJ,Saquarema,3305505,Tinguí,28997-200,28997-240,5
RJ,Saquarema,3305505,Verde Vale,28994-410,28994-444,18
RJ,Saquarema,3305505,Vilatur,28991-660,28992-970,266
RJ,Seropédica,3305554,Área Rural de Seropédica,23899-899,23899-899,1
RJ,Seropédica,3305554,Boa Esperança,23894-000,23894-890,211
RJ,Seropédica,3305554,Cabral,23893-460,23893-490,4
RJ,Seropédica,3305554,Campo Lindo,23898-000,23898-460,112
RJ,Seropédica,3305554,Canto do Rio,23899-000,23899-075,27
RJ,Seropédica,3305554,Carretão,23893-000,23893-010,2
RJ,Seropédica,3305554,Chaperó,23896-880,23896-884,2
RJ,Seropédica,3305554,Ecologia,23891-000,23891-490,32
RJ,Seropédica,3305554,Fazenda Caxias,23895-000,23895-971,71
RJ,Seropédica,3305554,Incra,23890-360,23890-680,17
RJ,Seropédica,3305554,Jardim Maracanã,23891-630,23891-840,47
RJ,Seropédica,3305554,Jardins,23890-001,23890-154,36
RJ,Seropédica,3305554,Nazaré,23892-500,23892-770,8
RJ,Seropédica,3305554,Parque Jacimar,23897-420,23897-690,28
RJ,Seropédica,3305554,Piranema,23898-500,23898-896,54
RJ,Seropédica,3305554,Santa Alice,23892-050,23892-490,9
RJ,Seropédica,3305554,Santa Sofia,23895-500,23895-845,51
RJ,Seropédica,3305554,São Miguel,23893-690,23893-890,36
RJ,Seropédica,3305554,UFRRJ,23897-000,23897-970,47
RJ,Silva Jardim,3305604,Aldeia Velha,28820-973,28820-973,1
RJ,Silva Jardim,3305604,Bananeiras,28820-974,28820-974,1
RJ,Silva Jardim,3305604,Boqueirão,28820-975,28820-975,1
RJ,Silva Jardim,3305604,Caxito,28820-976,28820-976,1
RJ,Silva Jardim,3305604,Centro,28820-959,28825-970,3
RJ,Silva Jardim,3305604,Coqueiro,28820-978,28820-978,1
RJ,Silva Jardim,3305604,Fazenda Brasil,28820-977,28820-977,1
RJ,Silva Jardim,3305604,Imbaú,28820-971,28820-971,1
RJ,Silva Jardim,3305604,Varginha,28820-972,28820-972,1
RJ,Sumidouro,3305703,Campinas,28637-971,28637-971,1
RJ,Sumidouro,3305703,Centro,28637-959,28637-970,2
RJ,Sumidouro,3305703,Dona Mariana,28637-972,28637-972,1
RJ,Sumidouro,3305703,Soledade,28637-973,28637-973,1
RJ,Tanguá,3305752,Ampliação,24890-973,24890-973,1
RJ,Tanguá,3305752,Bandeirantes I,24890-974,24890-976,2
RJ,Tanguá,3305752,Bandeirantes II,24890-975,24890-975,1
RJ,Tanguá,3305752,Centro,24890-959,24890-970,2
RJ,Tanguá,3305752,Duques,24890-972,24890-972,1
RJ,Tanguá,3305752,Posse dos Coutinhos,24890-971,24890-971,1
RJ,Teresópolis,3305802,Agriões,25963-003,25964-401,29
RJ,Teresópolis,3305802,Água Quente,25985-010,25996-970,5
RJ,Teresópolis,3305802,Albuquerque,25973-830,25977-410,115
RJ,Teresópolis,3305802,Alto,25957-002,25964-007,75
RJ,Teresópolis,3305802,Andradas,25983-000,25983-080,9
RJ,Teresópolis,3305802,Antas,25990-290,25990-290,1
RJ,Teresópolis,3305802,Araras,25956-295,25958-240,29
RJ,Teresópolis,3305802,Área Rural de Teresópolis,25995-899,25995-899,1
RJ,Teresópolis,3305802,Artistas,25976-045,25976-495,10
RJ,Teresópolis,3305802,Barra do Imbuí,25963-006,25966-000,94
RJ,Teresópolis,3305802,Barroso,25957-180,25960-700,11
RJ,Teresópolis,3305802,Baú,25995-510,25995-510,1
RJ,Teresópolis,3305802,Biquinha,25980-002,25980-004,2
RJ,Teresópolis,3305802,Bom Retiro,25954-000,25980-370,27
RJ,Teresópolis,3305802,Bonsucesso,25995-030,25995-291,23
RJ,Teresópolis,3305802,Caleme,25970-023,25970-798,46
RJ,Teresópolis,3305802,Campanha,25995-400,25995-600,3
RJ,Teresópolis,3305802,Campo Limpo,25980-180,25980-185,2
RJ,Teresópolis,3305802,Carlos Guinle,25958-280,25959-250,79
RJ,Teresópolis,3305802,Cascata do Imbuí,25973-001,25974-240,22
RJ,Teresópolis,3305802,Cascata dos Amores,25960-023,25961-315,14
RJ,Teresópolis,3305802,Cascata Guarani,25957-030,25963-180,28
RJ,Teresópolis,3305802,Caxumba,25980-300,25980-300,1
RJ,Teresópolis,3305802,Colônia Alpina,25980-003,25980-260,4
RJ,Teresópolis,3305802,Córrego das Pedras,25990-190,25990-310,2
RJ,Teresópolis,3305802,Córrego Sujo,25985-070,25995-450,2
RJ,Teresópolis,3305802,Corta Vento,25963-270,25964-387,11
RJ,Teresópolis,3305802,Cruzeiro,25980-001,25990-115,6
RJ,Teresópolis,3305802,Cuiabá,25980-340,25980-340,1
RJ,Teresópolis,3305802,Ermitage,25975-185,25975-790,25
RJ,Teresópolis,3305802,Fazenda Alpina,25980-010,25980-020,2
RJ,Teresópolis,3305802,Fazenda Boa Fé,25976-434,25976-737,10
RJ,Teresópolis,3305802,Fazenda Conceição,25995-460,25995-460,1
RJ,Teresópolis,3305802,Fazenda Suiça,25980-095,25980-105,11
RJ,Teresópolis,3305802,Fazendinha,25955-020,25955-535,19
RJ,Teresópolis,3305802,Fischer,25976-280,25976-625,6
RJ,Teresópolis,3305802,Fonte Santa,25975-295,25976-721,31
RJ,Teresópolis,3305802,Golfe,25965-040,25974-070,33
RJ,Teresópolis,3305802,Granja Florestal,25974-250,25974-390,24
RJ,Teresópolis,3305802,Granja Guarani,25960-240,25960-590,34
RJ,Teresópolis,3305802,Granja Mafra,25980-170,25980-330,2
RJ,Teresópolis,3305802,Green Valleiy,25975-442,25995-971,2
RJ,Teresópolis,3305802,Imbiu,25990-240,25990-270,3
RJ,Teresópolis,3305802,Iucas,25964-010,25964-360,23
RJ,Teresópolis,3305802,Jardim Cascata,25964-030,25964-330,4
RJ,Teresópolis,3305802,Jardim Europa,25963-250,25963-375,9
RJ,Teresópolis,3305802,Jardim Meudon,25954-010,25954-160,29
RJ,Teresópolis,3305802,Jardim Pinheiros,25953-420,25953-610,12
RJ,Teresópolis,3305802,Jardim Salaco,25974-255,25974-490,15
RJ,Teresópolis,3305802,Maria da Prata,25978-020,25978-020,1
RJ,Teresópolis,3305802,Meudon,25954-055,25978-017,66
RJ,Teresópolis,3305802,Motas,25995-490,25995-630,4
RJ,Teresópolis,3305802,Nhunguaçu,25990-200,25990-255,5
RJ,Teresópolis,3305802,Nossa Senhora de Fátima,25957-150,25964-340,13
RJ,Teresópolis,3305802,Paineira,25965-001,25965-715,24
RJ,Teresópolis,3305802,Panorama,25963-190,25963-525,6
RJ,Teresópolis,3305802,Parque Boa União,25980-310,25980-310,1
RJ,Teresópolis,3305802,Parque do Imbui,25966-108,25970-820,63
RJ,Teresópolis,3305802,Parque do Ingá,25961-175,25961-245,14
RJ,Teresópolis,3305802,Parque São Luiz,25953-220,25953-387,14
RJ,Teresópolis,3305802,Pessegueiros,25980-150,25980-160,5
RJ,Teresópolis,3305802,Pimenteiras,25963-007,25963-740,28
RJ,Teresópolis,3305802,Ponte Nova,25980-000,25980-000,1
RJ,Teresópolis,3305802,Posse,25973-003,25973-820,52
RJ,Teresópolis,3305802,Prata,25975-437,25976-505,35
RJ,Teresópolis,3305802,Prata dos Aredes,25978-200,25978-270,8
RJ,Teresópolis,3305802,Providência,25980-190,25980-190,1
RJ,Teresópolis,3305802,Quebra Coco,25985-002,25985-020,2
RJ,Teresópolis,3305802,Quebra Frascos,25966-010,25966-265,33
RJ,Teresópolis,3305802,Quebra Vidro,25995-430,25995-430,1
RJ,Teresópolis,3305802,Quinta da Barra,25965-440,25965-690,10
RJ,Teresópolis,3305802,Quinta Lebrão,25975-235,25978-030,14
RJ,Teresópolis,3305802,Santa Cecília,25957-165,25985-080,19
RJ,Teresópolis,3305802,Santa Rosa,25995-415,25995-520,4
RJ,Teresópolis,3305802,São Pedro,25954-135,25957-230,116
RJ,Teresópolis,3305802,Sebastiana,25980-350,25995-420,2
RJ,Teresópolis,3305802,Segredo,25995-610,25995-620,2
RJ,Teresópolis,3305802,Serra,25995-560,25995-560,1
RJ,Teresópolis,3305802,Serra do Capim,25985-001,25985-040,2
RJ,Teresópolis,3305802,Serra do Palmital,25995-550,25995-550,1
RJ,Teresópolis,3305802,Serrinha,25980-360,25990-280,2
RJ,Teresópolis,3305802,Soberbo,25956-305,25977-390,12
RJ,Teresópolis,3305802,Sobradinho,25985-003,25985-003,1
RJ,Teresópolis,3305802,Souto Maior,25980-320,25980-320,1
RJ,Teresópolis,3305802,Taboinha,25985-030,25985-030,1
RJ,Teresópolis,3305802,Taumaturgo,25963-015,25964-353,7
RJ,Teresópolis,3305802,Tijuca,25953-345,25975-760,39
RJ,Teresópolis,3305802,Três Córregos,25980-030,25990-095,15
RJ,Teresópolis,3305802,Trombetas,25963-430,25963-430,1
RJ,Teresópolis,3305802,Vale do Paraíso,25965-200,25976-410,33
RJ,Teresópolis,3305802,Vale Feliz,25975-441,25975-441,1
RJ,Teresópolis,3305802,Vargem Grande,25976-442,25990-330,54
RJ,Teresópolis,3305802,Várzea,25953-000,25976-485,112
RJ,Teresópolis,3305802,Venda Nova,25976-970,25977-407,6
RJ,Teresópolis,3305802,Viana,25985-050,25985-060,2
RJ,Teresópolis,3305802,Vieira,25995-010,25995-970,17
RJ,Teresópolis,3305802,Vila Muqui,25953-100,25965-007,17
RJ,Teresópolis,3305802,Vista Alegre,25990-210,25990-210,1
RJ,Teresópolis,3305802,Volta do Pião,25985-000,25985-110,3
RJ,Teresópolis,3305802,Xotó,25995-440,25995-440,1
RJ,Trajano de Moraes,3305901,Barra dos Passos,28755-970,28755-970,1
RJ,Trajano de Moraes,3305901,Centro,28750-959,28765-971,5
RJ,Trajano de Moraes,3305901,Monte Café,28757-970,28757-970,1
RJ,Trajano de Moraes,3305901,Ponte de Zinco,28765-972,28765-972,1
RJ,Trajano de Moraes,3305901,Serra das Almas,28757-971,28757-971,1
RJ,Trajano de Moraes,3305901,Vila Americana,28767-970,28767-970,1
RJ,Trajano de Moraes,3305901,Visconde de Imbé,28755-971,28755-971,1
RJ,Três Rios,3306008,Área Rural de Três Rios,25829-899,25829-899,1
RJ,Três Rios,3306008,Barros Franco,25811-700,25811-700,1
RJ,Três Rios,3306008,Boa União,25802-000,25810-140,25
RJ,Três Rios,3306008,Caixa DÁgua,25807-110,25807-246,13
RJ,Três Rios,3306008,Cantagalo,25803-030,25821-390,74
RJ,Três Rios,3306008,Centro,25802-050,25840-970,99
RJ,Três Rios,3306008,Cidade Nova,25809-010,25809-620,45
RJ,Três Rios,3306008,Habitat,25803-212,25803-212,1
RJ,Três Rios,3306008,Hermogênio Silva,25821-630,25821-690,8
RJ,Três Rios,3306008,Jaqueira,25811-620,25811-620,1
RJ,Três Rios,3306008,Jardim Primavera,25808-070,25808-275,10
RJ,Três Rios,3306008,Ladeira das Palmeiras,25815-030,25815-700,8
RJ,Três Rios,3306008,Monte Castelo,25810-150,25810-490,41
RJ,Três Rios,3306008,Morada do Sol,25812-600,25812-610,2
RJ,Três Rios,3306008,Morro da CTB,25805-080,25805-130,6
RJ,Três Rios,3306008,Moura Brasil,25821-380,25821-625,28
RJ,Três Rios,3306008,Nova Niterói,25802-020,25812-470,20
RJ,Três Rios,3306008,Palmital,25811-500,25811-520,3
RJ,Três Rios,3306008,Pátio da Estação,25815-000,25815-415,10
RJ,Três Rios,3306008,Pilões,25821-160,25821-455,30
RJ,Três Rios,3306008,Ponte das Garças,25821-000,25821-370,18
RJ,Três Rios,3306008,Ponto Azul,25821-090,25821-433,22
RJ,Três Rios,3306008,Portão Vermelho,25807-070,25808-390,22
RJ,Três Rios,3306008,Purys,25808-100,25808-370,24
RJ,Três Rios,3306008,Santa Rosa,25809-500,25809-500,1
RJ,Três Rios,3306008,Santa Teresinha,25809-650,25810-430,23
RJ,Três Rios,3306008,Triângulo,25820-000,25821-080,51
RJ,Três Rios,3306008,Vila Isabel,25802-290,25815-970,236
RJ,Três Rios,3306008,Vila Paraíso,25812-700,25812-780,18
RJ,Valença,3306107,Centro,27600-959,27650-970,6
RJ,Valença,3306107,Conservatória,27655-959,27655-970,2
RJ,Valença,3306107,Pedro Carlos,27655-971,27655-971,1
RJ,Valença,3306107,Quirino,27600-973,27600-973,1
RJ,Valença,3306107,Santa Isabel do Rio Preto,27657-959,27657-970,2
RJ,Varre-Sai,3306156,Centro,28375-959,28375-970,2
RJ,Vassouras,3306206,Centro,27700-959,27770-971,6
RJ,Vassouras,3306206,Itakamozi,27700-971,27700-971,1
RJ,Vassouras,3306206,Massambará,27720-970,27720-970,1
RJ,Volta Redonda,3306305,Açude,27276-000,27276-640,63
RJ,Volta Redonda,3306305,Aero Clube,27283-030,27283-540,21
RJ,Volta Redonda,3306305,Água Limpa,27250-000,27251-450,94
RJ,Volta Redonda,3306305,Área Rural de Volta Redonda,27299-899,27299-899,1
RJ,Volta Redonda,3306305,Aterrado,27213-000,27215-959,111
RJ,Volta Redonda,3306305,Barreira Cravo,27285-070,27285-670,14
RJ,Volta Redonda,3306305,Bela Vista,27262-030,27263-450,24
RJ,Volta Redonda,3306305,Belmonte,27273-025,27290-010,60
RJ,Volta Redonda,3306305,Belo Horizonte,27276-420,27279-760,55
RJ,Volta Redonda,3306305,Bom Jesus,27281-430,27281-430,2
RJ,Volta Redonda,3306305,Brasilândia,27220-000,27220-430,45
RJ,Volta Redonda,3306305,Cailândia,27220-400,27220-420,3
RJ,Volta Redonda,3306305,Candelária,27285-666,27290-040,15
RJ,Volta Redonda,3306305,Casa de Pedra,27257-200,27259-716,96
RJ,Volta Redonda,3306305,Centro,27253-000,27253-000,2
RJ,Volta Redonda,3306305,Colorado,27240-360,27240-845,25
RJ,Volta Redonda,3306305,Conforto,27262-000,27265-680,84
RJ,Volta Redonda,3306305,Coqueiros,27280-010,27280-740,12
RJ,Volta Redonda,3306305,Divineia,27276-020,27276-020,1
RJ,Volta Redonda,3306305,Dom Bosco,27286-000,27286-740,18
RJ,Volta Redonda,3306305,Duzentos e Quarenta e Nove,27264-170,27267-150,17
RJ,Volta Redonda,3306305,Eucaliptal,27263-000,27265-470,48
RJ,Volta Redonda,3306305,Jardim Amália,27250-400,27251-430,92
RJ,Volta Redonda,3306305,Jardim Belvedere,27258-010,27258-606,58
RJ,Volta Redonda,3306305,Jardim Cidade do Aço,27275-370,27281-495,25
RJ,Volta Redonda,3306305,Jardim Esperança,27256-250,27256-250,2
RJ,Volta Redonda,3306305,Jardim Europa,27265-000,27265-537,10
RJ,Volta Redonda,3306305,Jardim Padre Josimo Tavares,27273-035,27290-195,36
RJ,Volta Redonda,3306305,Jardim Paraíba,27215-000,27215-450,46
RJ,Volta Redonda,3306305,Jardim Ponte Alta,27267-180,27267-560,13
RJ,Volta Redonda,3306305,Jardim Primavera,27283-550,27283-785,4
RJ,Volta Redonda,3306305,Jardim Suíça,27267-430,27267-460,6
RJ,Volta Redonda,3306305,Jardim Tiradentes,27258-480,27258-480,1
RJ,Volta Redonda,3306305,Jardim Veneza,27285-020,27285-480,10
RJ,Volta Redonda,3306305,Jardim Vila Rica - Tiradentes,27259-500,27259-500,1
RJ,Volta Redonda,3306305,Laranjal,27255-000,27255-410,50
RJ,Volta Redonda,3306305,Limoeiro,27283-620,27283-620,1
RJ,Volta Redonda,3306305,Mariana Torres,27279-080,27279-780,28
RJ,Volta Redonda,3306305,Minerlândia,27264-150,27264-826,12
RJ,Volta Redonda,3306305,Mirante do Vale,27281-645,27281-790,19
RJ,Volta Redonda,3306305,Monte Castelo,27253-030,27256-270,29
RJ,Volta Redonda,3306305,Morada do Campo,27277-390,27277-410,3
RJ,Volta Redonda,3306305,Morro da Conquista,27210-000,27214-415,137
RJ,Volta Redonda,3306305,Morro São Carlos,27264-360,27265-650,3
RJ,Volta Redonda,3306305,Niterói,27283-020,27283-800,37
RJ,Volta Redonda,3306305,Nossa Senhora das Graças,27215-020,27215-640,32
RJ,Volta Redonda,3306305,Nova Esperança,27278-410,27279-775,25
RJ,Volta Redonda,3306305,Nova Primavera,27230-010,27230-260,22
RJ,Volta Redonda,3306305,Novo Sao Luiz,27288-245,27288-245,1
RJ,Volta Redonda,3306305,Parque das Ilhas,27211-130,27211-130,8
RJ,Volta Redonda,3306305,Parque Vitória,27240-785,27240-795,2
RJ,Volta Redonda,3306305,Pinto da Serra,27286-410,27286-620,2
RJ,Volta Redonda,3306305,Ponte Alta,27265-170,27267-550,67
RJ,Volta Redonda,3306305,Retiro,27274-060,27290-290,240
RJ,Volta Redonda,3306305,Rio das Flores,27257-400,27257-420,5
RJ,Volta Redonda,3306305,Roma,27257-500,27257-825,67
RJ,Volta Redonda,3306305,Rústico,27262-380,27262-510,15
RJ,Volta Redonda,3306305,Sam Remo,27285-150,27285-440,9
RJ,Volta Redonda,3306305,Santa Cruz,27288-010,27288-550,32
RJ,Volta Redonda,3306305,Santa Cruz II,27288-170,27288-610,23
RJ,Volta Redonda,3306305,Santa Rita do Zarur,27288-240,27288-400,32
RJ,Volta Redonda,3306305,Santo Agostinho,27210-020,27280-691,301
RJ,Volta Redonda,3306305,São Carlos,27265-560,27265-575,6
RJ,Volta Redonda,3306305,São Cristóvão,27264-190,27264-830,11
RJ,Volta Redonda,3306305,São Geraldo,27253-003,27253-680,36
RJ,Volta Redonda,3306305,São João,27253-010,27253-970,41
RJ,Volta Redonda,3306305,São João Batista,27283-530,27290-475,15
RJ,Volta Redonda,3306305,São Lucas,27262-021,27265-280,47
RJ,Volta Redonda,3306305,São Luís,27285-760,27286-360,2
RJ,Volta Redonda,3306305,São Luiz,27285-080,27286-760,46
RJ,Volta Redonda,3306305,São Sebastião,27286-135,27286-680,21
RJ,Volta Redonda,3306305,Sessenta,27253-125,27261-250,43
RJ,Volta Redonda,3306305,Siderlândia,27273-010,27290-510,84
RJ,Volta Redonda,3306305,Siderópolis,27255-770,27260-830,35
RJ,Volta Redonda,3306305,Sidervile,27265-480,27267-465,5
RJ,Volta Redonda,3306305,Três Poços,27240-557,27240-775,33
RJ,Volta Redonda,3306305,Vale Verde,27278-010,27279-740,26
RJ,Volta Redonda,3306305,Vila Americana,27210-040,27230-000,63
RJ,Volta Redonda,3306305,Vila Brasília,27279-000,27281-785,140
RJ,Volta Redonda,3306305,Vila Grande,27291-270,27291-840,26
RJ,Volta Redonda,3306305,Vila Mury,27275-250,27283-590,49
